"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Age of Mother 9"	"Age of Mother 9 Code"	Births
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	370
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"20-24 years"	"20-24"	1563
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"25-29 years"	"25-29"	1800
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"30-34 years"	"30-34"	1386
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"35-39 years"	"35-39"	579
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"40-44 years"	"40-44"	143
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"45-49 years"	"45-49"	10
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	319
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	1424
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"25-29 years"	"25-29"	1747
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	1378
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	514
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"40-44 years"	"40-44"	111
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	326
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	1556
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"25-29 years"	"25-29"	1789
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"30-34 years"	"30-34"	1466
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"35-39 years"	"35-39"	601
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"40-44 years"	"40-44"	136
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	325
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	1300
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"25-29 years"	"25-29"	1744
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"30-34 years"	"30-34"	1422
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"35-39 years"	"35-39"	585
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"40-44 years"	"40-44"	110
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	337
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	1423
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"25-29 years"	"25-29"	1781
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"30-34 years"	"30-34"	1471
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"35-39 years"	"35-39"	645
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"40-44 years"	"40-44"	120
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"45-49 years"	"45-49"	11
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"15-19 years"	"15-19"	276
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	1254
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"25-29 years"	"25-29"	1711
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"30-34 years"	"30-34"	1441
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"35-39 years"	"35-39"	637
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"40-44 years"	"40-44"	112
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	307
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"20-24 years"	"20-24"	1309
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"25-29 years"	"25-29"	1835
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"30-34 years"	"30-34"	1524
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"35-39 years"	"35-39"	662
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	114
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	239
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	1117
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	1652
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	1308
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	650
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	119
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	10
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	247
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	1142
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	1717
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	1427
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	653
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	147
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	10
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	227
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	1042
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	1489
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	1350
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"35-39 years"	"35-39"	640
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	122
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	196
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	1140
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	1651
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"30-34 years"	"30-34"	1417
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	664
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	134
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	192
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	980
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	1467
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	1242
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	674
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	145
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	201
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	1073
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	1617
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	1386
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	682
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	142
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	14
	"Arizona"	"04"	"2007"	"2007"	"Female"	"F"	"Under 15 years"	"15"	101
	"Arizona"	"04"	"2007"	"2007"	"Female"	"F"	"15-19 years"	"15-19"	6244
	"Arizona"	"04"	"2007"	"2007"	"Female"	"F"	"20-24 years"	"20-24"	13688
	"Arizona"	"04"	"2007"	"2007"	"Female"	"F"	"25-29 years"	"25-29"	14107
	"Arizona"	"04"	"2007"	"2007"	"Female"	"F"	"30-34 years"	"30-34"	10147
	"Arizona"	"04"	"2007"	"2007"	"Female"	"F"	"35-39 years"	"35-39"	4942
	"Arizona"	"04"	"2007"	"2007"	"Female"	"F"	"40-44 years"	"40-44"	1010
	"Arizona"	"04"	"2007"	"2007"	"Female"	"F"	"45-49 years"	"45-49"	59
	"Arizona"	"04"	"2007"	"2007"	"Male"	"M"	"Under 15 years"	"15"	80
	"Arizona"	"04"	"2007"	"2007"	"Male"	"M"	"15-19 years"	"15-19"	6624
	"Arizona"	"04"	"2007"	"2007"	"Male"	"M"	"20-24 years"	"20-24"	14187
	"Arizona"	"04"	"2007"	"2007"	"Male"	"M"	"25-29 years"	"25-29"	14726
	"Arizona"	"04"	"2007"	"2007"	"Male"	"M"	"30-34 years"	"30-34"	10890
	"Arizona"	"04"	"2007"	"2007"	"Male"	"M"	"35-39 years"	"35-39"	5026
	"Arizona"	"04"	"2007"	"2007"	"Male"	"M"	"40-44 years"	"40-44"	1069
	"Arizona"	"04"	"2007"	"2007"	"Male"	"M"	"45-49 years"	"45-49"	76
	"Arizona"	"04"	"2008"	"2008"	"Female"	"F"	"Under 15 years"	"15"	72
	"Arizona"	"04"	"2008"	"2008"	"Female"	"F"	"15-19 years"	"15-19"	5904
	"Arizona"	"04"	"2008"	"2008"	"Female"	"F"	"20-24 years"	"20-24"	12778
	"Arizona"	"04"	"2008"	"2008"	"Female"	"F"	"25-29 years"	"25-29"	13732
	"Arizona"	"04"	"2008"	"2008"	"Female"	"F"	"30-34 years"	"30-34"	10216
	"Arizona"	"04"	"2008"	"2008"	"Female"	"F"	"35-39 years"	"35-39"	4949
	"Arizona"	"04"	"2008"	"2008"	"Female"	"F"	"40-44 years"	"40-44"	963
	"Arizona"	"04"	"2008"	"2008"	"Female"	"F"	"45-49 years"	"45-49"	55
	"Arizona"	"04"	"2008"	"2008"	"Male"	"M"	"Under 15 years"	"15"	92
	"Arizona"	"04"	"2008"	"2008"	"Male"	"M"	"15-19 years"	"15-19"	6147
	"Arizona"	"04"	"2008"	"2008"	"Male"	"M"	"20-24 years"	"20-24"	13462
	"Arizona"	"04"	"2008"	"2008"	"Male"	"M"	"25-29 years"	"25-29"	14475
	"Arizona"	"04"	"2008"	"2008"	"Male"	"M"	"30-34 years"	"30-34"	10446
	"Arizona"	"04"	"2008"	"2008"	"Male"	"M"	"35-39 years"	"35-39"	5067
	"Arizona"	"04"	"2008"	"2008"	"Male"	"M"	"40-44 years"	"40-44"	1016
	"Arizona"	"04"	"2008"	"2008"	"Male"	"M"	"45-49 years"	"45-49"	61
	"Arizona"	"04"	"2009"	"2009"	"Female"	"F"	"Under 15 years"	"15"	63
	"Arizona"	"04"	"2009"	"2009"	"Female"	"F"	"15-19 years"	"15-19"	5295
	"Arizona"	"04"	"2009"	"2009"	"Female"	"F"	"20-24 years"	"20-24"	11733
	"Arizona"	"04"	"2009"	"2009"	"Female"	"F"	"25-29 years"	"25-29"	12898
	"Arizona"	"04"	"2009"	"2009"	"Female"	"F"	"30-34 years"	"30-34"	9687
	"Arizona"	"04"	"2009"	"2009"	"Female"	"F"	"35-39 years"	"35-39"	4641
	"Arizona"	"04"	"2009"	"2009"	"Female"	"F"	"40-44 years"	"40-44"	956
	"Arizona"	"04"	"2009"	"2009"	"Female"	"F"	"45-49 years"	"45-49"	84
	"Arizona"	"04"	"2009"	"2009"	"Male"	"M"	"Under 15 years"	"15"	70
	"Arizona"	"04"	"2009"	"2009"	"Male"	"M"	"15-19 years"	"15-19"	5579
	"Arizona"	"04"	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	12239
	"Arizona"	"04"	"2009"	"2009"	"Male"	"M"	"25-29 years"	"25-29"	13609
	"Arizona"	"04"	"2009"	"2009"	"Male"	"M"	"30-34 years"	"30-34"	10074
	"Arizona"	"04"	"2009"	"2009"	"Male"	"M"	"35-39 years"	"35-39"	4773
	"Arizona"	"04"	"2009"	"2009"	"Male"	"M"	"40-44 years"	"40-44"	1026
	"Arizona"	"04"	"2009"	"2009"	"Male"	"M"	"45-49 years"	"45-49"	66
	"Arizona"	"04"	"2010"	"2010"	"Female"	"F"	"Under 15 years"	"15"	53
	"Arizona"	"04"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	4623
	"Arizona"	"04"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	10998
	"Arizona"	"04"	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	12202
	"Arizona"	"04"	"2010"	"2010"	"Female"	"F"	"30-34 years"	"30-34"	9548
	"Arizona"	"04"	"2010"	"2010"	"Female"	"F"	"35-39 years"	"35-39"	4507
	"Arizona"	"04"	"2010"	"2010"	"Female"	"F"	"40-44 years"	"40-44"	930
	"Arizona"	"04"	"2010"	"2010"	"Female"	"F"	"45-49 years"	"45-49"	72
	"Arizona"	"04"	"2010"	"2010"	"Male"	"M"	"Under 15 years"	"15"	55
	"Arizona"	"04"	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	4766
	"Arizona"	"04"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	11373
	"Arizona"	"04"	"2010"	"2010"	"Male"	"M"	"25-29 years"	"25-29"	12825
	"Arizona"	"04"	"2010"	"2010"	"Male"	"M"	"30-34 years"	"30-34"	9843
	"Arizona"	"04"	"2010"	"2010"	"Male"	"M"	"35-39 years"	"35-39"	4612
	"Arizona"	"04"	"2010"	"2010"	"Male"	"M"	"40-44 years"	"40-44"	996
	"Arizona"	"04"	"2010"	"2010"	"Male"	"M"	"45-49 years"	"45-49"	68
	"Arizona"	"04"	"2011"	"2011"	"Female"	"F"	"Under 15 years"	"15"	47
	"Arizona"	"04"	"2011"	"2011"	"Female"	"F"	"15-19 years"	"15-19"	4094
	"Arizona"	"04"	"2011"	"2011"	"Female"	"F"	"20-24 years"	"20-24"	10616
	"Arizona"	"04"	"2011"	"2011"	"Female"	"F"	"25-29 years"	"25-29"	11935
	"Arizona"	"04"	"2011"	"2011"	"Female"	"F"	"30-34 years"	"30-34"	9501
	"Arizona"	"04"	"2011"	"2011"	"Female"	"F"	"35-39 years"	"35-39"	4469
	"Arizona"	"04"	"2011"	"2011"	"Female"	"F"	"40-44 years"	"40-44"	1012
	"Arizona"	"04"	"2011"	"2011"	"Female"	"F"	"45-49 years"	"45-49"	61
	"Arizona"	"04"	"2011"	"2011"	"Male"	"M"	"Under 15 years"	"15"	55
	"Arizona"	"04"	"2011"	"2011"	"Male"	"M"	"15-19 years"	"15-19"	4308
	"Arizona"	"04"	"2011"	"2011"	"Male"	"M"	"20-24 years"	"20-24"	11282
	"Arizona"	"04"	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	12442
	"Arizona"	"04"	"2011"	"2011"	"Male"	"M"	"30-34 years"	"30-34"	9930
	"Arizona"	"04"	"2011"	"2011"	"Male"	"M"	"35-39 years"	"35-39"	4681
	"Arizona"	"04"	"2011"	"2011"	"Male"	"M"	"40-44 years"	"40-44"	1050
	"Arizona"	"04"	"2011"	"2011"	"Male"	"M"	"45-49 years"	"45-49"	55
	"Arizona"	"04"	"2012"	"2012"	"Female"	"F"	"Under 15 years"	"15"	34
	"Arizona"	"04"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	3874
	"Arizona"	"04"	"2012"	"2012"	"Female"	"F"	"20-24 years"	"20-24"	10537
	"Arizona"	"04"	"2012"	"2012"	"Female"	"F"	"25-29 years"	"25-29"	12203
	"Arizona"	"04"	"2012"	"2012"	"Female"	"F"	"30-34 years"	"30-34"	9940
	"Arizona"	"04"	"2012"	"2012"	"Female"	"F"	"35-39 years"	"35-39"	4485
	"Arizona"	"04"	"2012"	"2012"	"Female"	"F"	"40-44 years"	"40-44"	1047
	"Arizona"	"04"	"2012"	"2012"	"Female"	"F"	"45-49 years"	"45-49"	45
	"Arizona"	"04"	"2012"	"2012"	"Male"	"M"	"Under 15 years"	"15"	36
	"Arizona"	"04"	"2012"	"2012"	"Male"	"M"	"15-19 years"	"15-19"	4245
	"Arizona"	"04"	"2012"	"2012"	"Male"	"M"	"20-24 years"	"20-24"	11296
	"Arizona"	"04"	"2012"	"2012"	"Male"	"M"	"25-29 years"	"25-29"	12542
	"Arizona"	"04"	"2012"	"2012"	"Male"	"M"	"30-34 years"	"30-34"	10191
	"Arizona"	"04"	"2012"	"2012"	"Male"	"M"	"35-39 years"	"35-39"	4804
	"Arizona"	"04"	"2012"	"2012"	"Male"	"M"	"40-44 years"	"40-44"	1096
	"Arizona"	"04"	"2012"	"2012"	"Male"	"M"	"45-49 years"	"45-49"	62
	"Arizona"	"04"	"2013"	"2013"	"Female"	"F"	"Under 15 years"	"15"	35
	"Arizona"	"04"	"2013"	"2013"	"Female"	"F"	"15-19 years"	"15-19"	3547
	"Arizona"	"04"	"2013"	"2013"	"Female"	"F"	"20-24 years"	"20-24"	10475
	"Arizona"	"04"	"2013"	"2013"	"Female"	"F"	"25-29 years"	"25-29"	12137
	"Arizona"	"04"	"2013"	"2013"	"Female"	"F"	"30-34 years"	"30-34"	9911
	"Arizona"	"04"	"2013"	"2013"	"Female"	"F"	"35-39 years"	"35-39"	4462
	"Arizona"	"04"	"2013"	"2013"	"Female"	"F"	"40-44 years"	"40-44"	1001
	"Arizona"	"04"	"2013"	"2013"	"Female"	"F"	"45-49 years"	"45-49"	62
	"Arizona"	"04"	"2013"	"2013"	"Male"	"M"	"Under 15 years"	"15"	36
	"Arizona"	"04"	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	3685
	"Arizona"	"04"	"2013"	"2013"	"Male"	"M"	"20-24 years"	"20-24"	11224
	"Arizona"	"04"	"2013"	"2013"	"Male"	"M"	"25-29 years"	"25-29"	12735
	"Arizona"	"04"	"2013"	"2013"	"Male"	"M"	"30-34 years"	"30-34"	10170
	"Arizona"	"04"	"2013"	"2013"	"Male"	"M"	"35-39 years"	"35-39"	4971
	"Arizona"	"04"	"2013"	"2013"	"Male"	"M"	"40-44 years"	"40-44"	1065
	"Arizona"	"04"	"2013"	"2013"	"Male"	"M"	"45-49 years"	"45-49"	74
	"Arizona"	"04"	"2014"	"2014"	"Female"	"F"	"Under 15 years"	"15"	22
	"Arizona"	"04"	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	3257
	"Arizona"	"04"	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	10518
	"Arizona"	"04"	"2014"	"2014"	"Female"	"F"	"25-29 years"	"25-29"	12178
	"Arizona"	"04"	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	10340
	"Arizona"	"04"	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	4940
	"Arizona"	"04"	"2014"	"2014"	"Female"	"F"	"40-44 years"	"40-44"	1036
	"Arizona"	"04"	"2014"	"2014"	"Female"	"F"	"45-49 years"	"45-49"	53
	"Arizona"	"04"	"2014"	"2014"	"Male"	"M"	"Under 15 years"	"15"	26
	"Arizona"	"04"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	3365
	"Arizona"	"04"	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	10941
	"Arizona"	"04"	"2014"	"2014"	"Male"	"M"	"25-29 years"	"25-29"	12986
	"Arizona"	"04"	"2014"	"2014"	"Male"	"M"	"30-34 years"	"30-34"	10931
	"Arizona"	"04"	"2014"	"2014"	"Male"	"M"	"35-39 years"	"35-39"	5149
	"Arizona"	"04"	"2014"	"2014"	"Male"	"M"	"40-44 years"	"40-44"	1062
	"Arizona"	"04"	"2014"	"2014"	"Male"	"M"	"45-49 years"	"45-49"	71
	"Arizona"	"04"	"2015"	"2015"	"Female"	"F"	"Under 15 years"	"15"	22
	"Arizona"	"04"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	2868
	"Arizona"	"04"	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	10132
	"Arizona"	"04"	"2015"	"2015"	"Female"	"F"	"25-29 years"	"25-29"	12269
	"Arizona"	"04"	"2015"	"2015"	"Female"	"F"	"30-34 years"	"30-34"	10266
	"Arizona"	"04"	"2015"	"2015"	"Female"	"F"	"35-39 years"	"35-39"	4906
	"Arizona"	"04"	"2015"	"2015"	"Female"	"F"	"40-44 years"	"40-44"	1062
	"Arizona"	"04"	"2015"	"2015"	"Female"	"F"	"45-49 years"	"45-49"	69
	"Arizona"	"04"	"2015"	"2015"	"Male"	"M"	"Under 15 years"	"15"	20
	"Arizona"	"04"	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	3042
	"Arizona"	"04"	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	10532
	"Arizona"	"04"	"2015"	"2015"	"Male"	"M"	"25-29 years"	"25-29"	13078
	"Arizona"	"04"	"2015"	"2015"	"Male"	"M"	"30-34 years"	"30-34"	10705
	"Arizona"	"04"	"2015"	"2015"	"Male"	"M"	"35-39 years"	"35-39"	5195
	"Arizona"	"04"	"2015"	"2015"	"Male"	"M"	"40-44 years"	"40-44"	1114
	"Arizona"	"04"	"2015"	"2015"	"Male"	"M"	"45-49 years"	"45-49"	59
	"Arizona"	"04"	"2016"	"2016"	"Female"	"F"	"Under 15 years"	"15"	24
	"Arizona"	"04"	"2016"	"2016"	"Female"	"F"	"15-19 years"	"15-19"	2631
	"Arizona"	"04"	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	9772
	"Arizona"	"04"	"2016"	"2016"	"Female"	"F"	"25-29 years"	"25-29"	12480
	"Arizona"	"04"	"2016"	"2016"	"Female"	"F"	"30-34 years"	"30-34"	10509
	"Arizona"	"04"	"2016"	"2016"	"Female"	"F"	"35-39 years"	"35-39"	4955
	"Arizona"	"04"	"2016"	"2016"	"Female"	"F"	"40-44 years"	"40-44"	1064
	"Arizona"	"04"	"2016"	"2016"	"Female"	"F"	"45-49 years"	"45-49"	77
	"Arizona"	"04"	"2016"	"2016"	"Male"	"M"	"Under 15 years"	"15"	31
	"Arizona"	"04"	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	2726
	"Arizona"	"04"	"2016"	"2016"	"Male"	"M"	"20-24 years"	"20-24"	10096
	"Arizona"	"04"	"2016"	"2016"	"Male"	"M"	"25-29 years"	"25-29"	12901
	"Arizona"	"04"	"2016"	"2016"	"Male"	"M"	"30-34 years"	"30-34"	10901
	"Arizona"	"04"	"2016"	"2016"	"Male"	"M"	"35-39 years"	"35-39"	5237
	"Arizona"	"04"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	1044
	"Arizona"	"04"	"2016"	"2016"	"Male"	"M"	"45-49 years"	"45-49"	64
	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	"Under 15 years"	"15"	21
	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	2471
	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	9031
	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	12258
	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	10234
	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	5123
	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	1046
	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	85
	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	"Under 15 years"	"15"	15
	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	2554
	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	9520
	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	12592
	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	10562
	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	5134
	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	1133
	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	83
	"Arizona"	"04"	"2018"	"2018"	"Female"	"F"	"Under 15 years"	"15"	13
	"Arizona"	"04"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	2273
	"Arizona"	"04"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	8832
	"Arizona"	"04"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	11868
	"Arizona"	"04"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	10041
	"Arizona"	"04"	"2018"	"2018"	"Female"	"F"	"35-39 years"	"35-39"	5124
	"Arizona"	"04"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	1152
	"Arizona"	"04"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	79
	"Arizona"	"04"	"2018"	"2018"	"Male"	"M"	"Under 15 years"	"15"	17
	"Arizona"	"04"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	2377
	"Arizona"	"04"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	9045
	"Arizona"	"04"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	12502
	"Arizona"	"04"	"2018"	"2018"	"Male"	"M"	"30-34 years"	"30-34"	10746
	"Arizona"	"04"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	5420
	"Arizona"	"04"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	1137
	"Arizona"	"04"	"2018"	"2018"	"Male"	"M"	"45-49 years"	"45-49"	84
	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	"Under 15 years"	"15"	20
	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	2064
	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	8367
	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	11834
	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	10230
	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	5002
	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	1104
	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	72
	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	"Under 15 years"	"15"	17
	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	2254
	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	8546
	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	12544
	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	10656
	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	5458
	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	1124
	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	69
	"Arkansas"	"05"	"2007"	"2007"	"Female"	"F"	"Under 15 years"	"15"	53
